,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1564,NCP18,OUT019,153.134
1565,NCR41,OUT013,193.082
1566,FDA27,OUT013,3068.0064
1567,FDA43,OUT035,1587.933
1568,FDA49,OUT045,2163.85
1569,NCE55,OUT018,5690.5926
1570,DRM49,OUT027,615.1992
1571,FDF22,OUT027,4327.7
1572,FDQ15,OUT018,247.6776
1573,NCS54,OUT017,5712.564
1574,NCY05,OUT013,423.4488
1575,FDR45,OUT046,6692.6216
1576,FDK57,OUT049,1583.9382
1577,FDF41,OUT010,985.384
1578,FDV21,OUT046,2454.1388
1579,FDD51,OUT046,1118.544
1580,FDF33,OUT046,3020.0688
1581,FDA38,OUT046,3485.463
1582,FDR56,OUT045,3874.956
1583,NCN41,OUT017,2516.724
1584,FDC60,OUT027,1438.128
1585,FDB47,OUT045,2508.7344
1586,DRH01,OUT013,1225.7378
1587,FDW08,OUT046,1384.864
1588,FDF38,OUT027,759.012
1589,FDY32,OUT017,3914.904
1590,FDG34,OUT049,1627.881
1591,FDG47,OUT019,264.9884
1592,NCF18,OUT035,918.804
1593,FDL39,OUT019,549.285
1594,NCH55,OUT035,3149.234
1595,DRJ35,OUT049,710.4086
1596,FDS44,OUT035,1896.1984
1597,DRE01,OUT018,5243.8408
1598,FDY39,OUT013,719.064
1599,FDY32,OUT018,2716.464
1600,FDR33,OUT027,1864.24
1601,NCP50,OUT049,1883.5482
1602,FDZ47,OUT018,1869.5664
1603,FDU57,OUT049,2106.5912
1604,FDY44,OUT013,2348.9424
1605,DRH59,OUT018,131.8284
1606,FDB03,OUT027,7366.011720000013
1607,FDY46,OUT045,1342.2528
1608,FDM39,OUT045,2854.9504
1609,FDY36,OUT035,1318.284
1610,NCM55,OUT035,1470.0864
1611,FDJ50,OUT010,207.7296
1612,DRL60,OUT013,1779.6834
1613,NCJ54,OUT049,2133.2232
1614,FDX59,OUT017,432.77
1615,FDI07,OUT013,593.2278
1616,DRF51,OUT010,83.8908
1617,FDM14,OUT017,2167.179
1618,FDP21,OUT045,3271.0754
1619,FDE40,OUT035,2218.4456
1620,FDE05,OUT035,1813.6392
1621,FDM13,OUT027,2694.4926
1622,FDC34,OUT027,4537.427
1623,NCI55,OUT018,3306.3628
1624,NCE43,OUT018,1830.95
1625,FDW58,OUT018,1012.016
1626,FDG60,OUT045,7366.011720000013
1627,FDV31,OUT017,1605.9096
1628,FDR47,OUT013,4291.7468
1629,FDM60,OUT019,83.8908
1630,NCF06,OUT018,677.1186
1631,NCN26,OUT027,1030.6584
1632,FDQ59,OUT049,1929.4884
1633,FDF09,OUT046,585.904
1634,NCS06,OUT017,1561.9668
1635,FDT44,OUT046,1303.6364
1636,FDI19,OUT017,4655.2736
1637,FDT22,OUT017,778.986
1638,NCF54,OUT027,5000.8238
1639,DRG25,OUT045,1576.6144
1640,FDB59,OUT017,1346.9134
1641,FDQ37,OUT017,4649.9472
1642,FDP56,OUT035,640.4996
1643,FDW44,OUT035,1724.422
1644,FDJ26,OUT010,197.7426
1645,FDU43,OUT018,3271.7412
1646,FDW33,OUT045,1788.3388
1647,NCX53,OUT027,3340.9844
1648,FDN56,OUT010,449.415
1649,DRF15,OUT049,1225.072
1650,FDO33,OUT017,2607.2728
1651,FDZ39,OUT010,215.7192
1652,NCJ19,OUT017,1105.228
1653,FDU01,OUT035,4257.1252
1654,FDT12,OUT035,4739.8302
1655,NCM18,OUT018,968.739
1656,FDP19,OUT017,1966.7732
1657,NCR42,OUT049,99.87
1658,FDN10,OUT046,3243.7776
1659,FDG44,OUT017,873.5296
1660,FDQ10,OUT046,5345.7082
1661,DRH13,OUT049,210.3928
1662,FDT52,OUT013,7105.4176
1663,FDM56,OUT045,1537.998
1664,NCO43,OUT010,102.5332
1665,NCV29,OUT035,4637.9628
1666,NCF06,OUT013,5956.9126
1667,FDO50,OUT035,1653.8472
1668,FDT59,OUT013,6911.004
1669,FDX40,OUT027,988.0472
1670,FDE50,OUT017,2406.2012
1671,FDX51,OUT017,3036.048
1672,NCD30,OUT018,1239.7196
1673,FDK15,OUT013,2251.0698
1674,FDL12,OUT045,296.281
1675,FDK46,OUT017,2061.3168
1676,DRH49,OUT010,229.701
1677,FDQ57,OUT046,3209.156
1678,FDY59,OUT017,925.462
1679,FDO09,OUT018,1906.8512
1680,NCG30,OUT035,1017.3424
1681,FDM09,OUT017,2886.243
1682,NCN17,OUT027,4065.3748
1683,NCS42,OUT013,1605.9096
1684,FDD02,OUT019,119.1782
1685,FDE34,OUT013,3554.7062
1686,FDU38,OUT045,2731.1116
1687,FDB33,OUT046,4623.3152
1688,NCJ29,OUT017,2548.6824
1689,FDZ27,OUT035,149.805
1690,FDI40,OUT013,1416.8224
1691,FDG22,OUT013,341.5554
1692,FDT51,OUT017,1677.816
1693,FDF20,OUT018,2587.9646
1694,FDV50,OUT035,985.384
1695,FDT02,OUT049,423.4488
1696,DRC49,OUT017,3483.4656
1697,FDF26,OUT049,3075.996
1698,FDV52,OUT035,2741.0986
1699,FDX59,OUT049,432.77
1700,FDV25,OUT035,6291.81
1701,FDW23,OUT027,910.8144
1702,FDE53,OUT018,958.752
1703,FDA19,OUT017,2098.6016
1704,FDH22,OUT046,3004.0896
1705,NCO41,OUT013,1488.063
1706,FDX12,OUT017,4233.1564
1707,FDF17,OUT013,6114.7072
1708,FDS11,OUT045,2684.5056
1709,FDR51,OUT035,3621.2862
1710,FDT49,OUT010,128.4994
1711,FDC56,OUT013,3835.008
1712,FDR13,OUT027,1832.2816
1713,FDQ60,OUT035,4820.392
1714,FDN38,OUT049,3504.7712
1715,NCL29,OUT013,4492.8184
1716,FDO13,OUT027,3675.216
1717,FDE26,OUT018,2576.646
1718,FDA31,OUT010,174.4396
1719,FDX14,OUT035,2220.443
1720,FDA34,OUT045,3635.268
1721,FDF26,OUT013,2808.3444
1722,FDE38,OUT045,886.8456
1723,DRI11,OUT046,2618.5914
1724,FDQ60,OUT027,3877.6192
1725,FDL21,OUT027,484.7024
1726,DRC12,OUT027,7366.011720000013
1727,FDC47,OUT046,5206.556
1728,FDE57,OUT045,3392.9168
1729,FDT14,OUT045,2241.0828
1730,NCZ53,OUT046,3110.6176
1731,FDE28,OUT018,4434.228
1732,FDR19,OUT035,2770.3938
1733,NCF54,OUT019,359.532
1734,FDZ08,OUT046,1128.531
1735,NCJ05,OUT018,4026.7584
1736,FDF59,OUT046,253.004
1737,NCO05,OUT035,798.96
1738,FDW24,OUT018,591.2304
1739,NCX42,OUT018,3874.2902
1740,NCA53,OUT035,1312.2918
1741,FDI45,OUT019,181.0976
1742,FDG46,OUT046,894.8352
1743,FDM20,OUT010,731.0484
1744,FDW11,OUT010,83.8908
1745,FDX08,OUT035,3428.2042
1746,NCK17,OUT035,479.376
1747,FDK32,OUT018,2087.9488
1748,NCA42,OUT035,3075.996
1749,DRI01,OUT035,2069.3064
1750,NCL55,OUT049,3916.2356
1751,DRE25,OUT018,1025.332
1752,FDD14,OUT017,1844.266
1753,FDB10,OUT046,5097.3648
1754,DRN11,OUT035,4294.41
1755,FDP38,OUT018,612.536
1756,NCA30,OUT017,2245.0776
1757,FDT15,OUT017,2854.9504
1758,NCP55,OUT018,447.4176
1759,FDF12,OUT035,3207.8244
1760,FDM21,OUT018,3271.7412
1761,FDX56,OUT035,4969.5312
1762,FDF10,OUT017,2207.127
1763,FDT32,OUT045,3559.3668
1764,FDM51,OUT018,1012.016
1765,NCR50,OUT018,4287.752
1766,FDI19,OUT049,3707.1744
1767,FDX21,OUT017,1567.959
1768,FDR31,OUT035,3338.3212
1769,FDY02,OUT013,3504.7712
1770,NCA29,OUT045,4637.9628
1771,NCX17,OUT046,5033.448
1772,FDM12,OUT045,1491.392
1773,FDI53,OUT027,1006.6896
1774,NCU30,OUT049,1221.0772
1775,FDC56,OUT027,3877.6192
1776,FDK27,OUT018,1621.8888
1777,NCK18,OUT017,1480.0734
1778,FDB52,OUT019,262.991
1779,DRG25,OUT027,7366.011720000013
1780,FDZ13,OUT049,882.8508
1781,FDB57,OUT019,516.6608
1782,FDR40,OUT046,402.809
1783,NCO14,OUT019,145.8102
1784,NCN19,OUT045,2749.754
1785,FDQ28,OUT019,487.3656
1786,FDO13,OUT018,1504.0422
1787,FDK48,OUT013,1335.5948
1788,FDU07,OUT018,2625.9152
1789,FDW20,OUT046,3392.9168
1790,FDV12,OUT010,97.2068
1791,FDH24,OUT013,2428.8384
1792,FDV59,OUT049,3918.8988
1793,FDK57,OUT045,2105.2596
1794,FDL16,OUT027,615.1992
1795,NCQ17,OUT046,3705.177
1796,FDJ15,OUT018,2157.192
1797,FDX24,OUT049,1701.7848
1798,FDT47,OUT046,583.2408
1799,FDT10,OUT049,743.0328
1800,FDZ37,OUT018,814.9392
1801,FDW43,OUT027,5478.2024
1802,DRN36,OUT017,1314.2892
1803,FDJ14,OUT045,612.536
1804,FDA32,OUT013,2821.6604
1805,FDJ38,OUT019,579.246
1806,FDQ57,OUT017,2756.412
1807,NCQ41,OUT019,589.233
1808,FDG56,OUT049,918.804
1809,DRC13,OUT027,3859.6426
1810,FDV55,OUT035,5591.3884
1811,FDQ49,OUT045,2428.8384
1812,FDE29,OUT010,126.502
1813,FDR03,OUT013,4672.5844
1814,FDD45,OUT049,2174.5028
1815,FDN38,OUT010,197.7426
1816,FDT56,OUT046,343.5528
1817,FDT48,OUT045,1576.6144
1818,FDU03,OUT049,3872.9586
1819,FDC56,OUT010,128.4994
1820,NCO43,OUT027,1884.8798
1821,FDQ27,OUT017,3219.8088
1822,FDR03,OUT046,3125.931
1823,DRH23,OUT010,159.792
1824,FDG22,OUT045,732.38
1825,NCJ42,OUT013,1693.7952
1826,FDR24,OUT046,966.7416
1827,FDW60,OUT035,4637.9628
1828,FDJ08,OUT013,4933.578
1829,DRL59,OUT018,467.3916
1830,FDG60,OUT010,884.1824
1831,FDW27,OUT017,1551.314
1832,FDX14,OUT018,1518.024
1833,FDC20,OUT013,810.9444
1834,NCS29,OUT018,6327.7632
1835,FDJ56,OUT046,998.7
1836,FDB20,OUT019,316.255
1837,FDL28,OUT027,7366.011720000013
1838,FDW01,OUT018,1611.236
1839,FDL03,OUT046,1182.4608
1840,FDX22,OUT049,5626.01
1841,FDJ21,OUT035,2648.5524
1842,FDR31,OUT045,886.8456
1843,FDG21,OUT035,2490.092
1844,FDS22,OUT027,1293.6494
1845,FDK08,OUT035,3295.71
1846,FDE17,OUT018,2556.672
1847,NCN30,OUT017,1272.3438
1848,FDT50,OUT046,1091.2462
1849,NCX42,OUT049,5262.4832
1850,FDJ12,OUT035,3799.0548
1851,NCA18,OUT027,1414.1592
1852,FDP23,OUT019,689.103
1853,FDX12,OUT013,5061.4116
1854,FDN40,OUT018,447.4176
1855,FDV48,OUT035,577.9144
1856,NCY54,OUT013,2586.633
1857,FDL16,OUT010,139.818
1858,FDR45,OUT018,1705.7796
1859,FDJ52,OUT046,3209.156
1860,DRG01,OUT017,2162.5184
1861,FDP52,OUT013,5742.525
1862,FDU58,OUT017,2619.2572
1863,FDL02,OUT045,525.982
1864,FDG28,OUT013,5346.374
1865,FDA19,OUT035,2098.6016
1866,FDW46,OUT027,2450.144
1867,NCD43,OUT049,210.3928
1868,DRG39,OUT013,163.7868
1869,NCF55,OUT049,846.8976
1870,FDJ07,OUT046,1747.725
1871,FDE08,OUT046,1504.708
1872,FDP56,OUT019,229.701
1873,FDT45,OUT045,736.3748
1874,FDF17,OUT018,2138.5496
1875,FDX44,OUT046,1569.9564
1876,FDM28,OUT027,5954.2494
1877,FDI36,OUT049,995.371
1878,FDS07,OUT045,942.7728
1879,FDD36,OUT045,2026.0294
1880,FDW11,OUT046,813.6076
1881,FDN40,OUT049,1099.9016
1882,NCQ18,OUT049,772.328
1883,NCQ54,OUT017,1480.0734
1884,NCS42,OUT045,2554.0088
1885,DRH39,OUT010,123.8388
1886,FDC09,OUT027,1973.4312
1887,FDT08,OUT010,596.5568
1888,FDC08,OUT035,6040.1376
1889,FDT20,OUT017,772.328
1890,FDS35,OUT035,1853.5872
1891,FDX58,OUT018,4853.682
1892,FDW58,OUT046,1577.946
1893,DRD27,OUT046,1508.037
1894,FDH32,OUT019,89.883
1895,FDS26,OUT035,3570.0196
1896,FDQ31,OUT046,1657.1762
1897,FDP11,OUT018,4026.7584
1898,FDD58,OUT017,2759.0752
1899,FDM33,OUT045,2564.6616
1900,FDZ16,OUT049,5106.686
1901,NCS29,OUT010,520.6556
1902,NCM18,OUT019,276.307
1903,FDP11,OUT049,4136.6154
1904,NCC42,OUT017,2247.7408
1905,DRM23,OUT046,3422.212
1906,NCN55,OUT027,2607.2728
1907,FDK46,OUT013,7366.011720000013
1908,FDR01,OUT046,2182.4924
1909,NCA05,OUT045,445.4202
1910,NCP43,OUT017,3415.554
1911,FDR12,OUT010,165.7842
1912,FDQ01,OUT013,2812.3392
1913,FDM13,OUT046,2098.6016
1914,FDQ19,OUT017,5331.7264
1915,FDK56,OUT019,565.2642
1916,NCX06,OUT010,719.064
1917,FDO56,OUT027,2844.2976
1918,FDU45,OUT045,1230.3984
1919,FDI16,OUT019,272.978
1920,FDL32,OUT046,1303.6364
1921,FDA07,OUT046,1340.2554
1922,FDA14,OUT045,866.8716
1923,FDV46,OUT027,4350.3372
1924,NCO07,OUT035,5890.9984
1925,NCP41,OUT046,1629.8784
1926,FDY60,OUT018,850.8924
1927,FDN38,OUT017,3961.51
1928,FDO15,OUT046,1208.427
1929,FDT60,OUT013,1205.098
1930,FDA55,OUT035,5321.0736
1931,FDE02,OUT010,186.424
1932,DRJ39,OUT049,3066.6748
1933,FDV34,OUT035,1478.076
1934,FDS20,OUT027,4560.73
1935,FDF02,OUT027,4225.1668
1936,FDW40,OUT017,1733.7432
1937,NCB43,OUT046,2535.3664
1938,FDR58,OUT017,2125.2336
1939,DRJ59,OUT035,502.0132
1940,NCD30,OUT017,694.4294
1941,FDE14,OUT017,1697.79
1942,FDC28,OUT018,1897.53
1943,FDU16,OUT018,247.6776
1944,NCD19,OUT035,828.921
1945,FDU21,OUT046,247.0118
1946,FDV59,OUT027,4354.332
1947,FDU03,OUT045,5432.928
1948,FDC33,OUT010,197.7426
1949,NCR42,OUT035,713.0718
1950,DRH59,OUT035,1761.041
1951,NCM31,OUT035,1573.9512
1952,FDS50,OUT035,4247.804
1953,FDP39,OUT046,1364.89
1954,FDQ55,OUT013,1906.8512
1955,FDV36,OUT019,253.004
1956,FDI05,OUT027,2526.711
1957,FDS45,OUT027,2876.256
1958,FDA39,OUT045,353.5398
1959,FDC37,OUT010,223.7088
1960,FDJ60,OUT027,4923.591
1961,DRQ35,OUT046,1960.1152
1962,NCJ06,OUT046,1332.9316
1963,NCY42,OUT018,2354.2688
1964,DRM37,OUT049,3338.987
1965,FDR14,OUT045,928.1252
1966,FDE51,OUT049,588.5672
1967,FDT33,OUT017,2759.0752
1968,FDR08,OUT013,1717.764
1969,FDE36,OUT010,170.4448
1970,FDL22,OUT019,372.848
1971,FDR44,OUT013,2324.9736
1972,FDI56,OUT019,515.3292
1973,FDE47,OUT010,250.3408
1974,FDV27,OUT010,190.4188
1975,FDV10,OUT049,1065.28
1976,FDC40,OUT045,856.8846
1977,NCX41,OUT013,3811.0392
1978,NCQ38,OUT027,1631.21
1979,FDV12,OUT027,5093.37
1980,FDE52,OUT017,2554.0088
1981,FDG20,OUT027,4587.362
1982,FDV16,OUT027,1120.5414
1983,FDI32,OUT017,2390.8878
1984,FDJ32,OUT049,710.4086
1985,FDN39,OUT018,513.3318
1986,FDY34,OUT017,3225.801
1987,FDC14,OUT035,1216.4166
1988,FDA55,OUT017,1346.2476
1989,FDZ50,OUT010,1094.5752
1990,DRG13,OUT049,1315.6208
1991,FDP01,OUT013,1372.2138
1992,NCG54,OUT017,2920.1988
1993,FDM13,OUT045,2004.058
1994,NCO18,OUT027,6157.3184
1995,NCW41,OUT013,1861.5768
1996,FDM52,OUT027,3728.48
1997,NCF55,OUT035,1235.059
1998,FDT09,OUT046,4264.449
1999,NCM19,OUT035,759.6778
2000,FDW12,OUT018,1749.7224
2001,FDP15,OUT019,228.3694
2002,FDK36,OUT045,777.6544
2003,FDZ25,OUT035,1867.569
2004,NCW06,OUT049,2740.4328
2005,FDW60,OUT046,1864.24
2006,DRC49,OUT013,2444.8176
2007,NCT17,OUT035,5841.0634
2008,NCN06,OUT018,1794.331
2009,FDC45,OUT013,1539.9954
2010,DRJ47,OUT019,165.7842
2011,NCF06,OUT045,4673.916
2012,FDE21,OUT010,345.5502
2013,DRG27,OUT013,690.4346
2014,FDW40,OUT049,3006.087
2015,NCO53,OUT046,3688.532
2016,FDE23,OUT049,713.7376
2017,FDQ16,OUT046,2402.2064
2018,FDS26,OUT045,7366.011720000013
2019,FDZ13,OUT010,95.8752
2020,FDS14,OUT049,1571.288
2021,FDC10,OUT045,2105.2596
2022,FDY16,OUT049,4843.695
2023,FDJ20,OUT035,3560.6984
2024,FDV43,OUT035,605.878
2025,FDZ32,OUT027,3199.169
2026,FDR23,OUT046,3175.866
2027,FDN24,OUT035,905.488
2028,FDE34,OUT027,7296.5022
2029,FDU31,OUT013,2821.6604
2030,FDW33,OUT018,2404.2038
2031,FDU26,OUT046,3243.7776
2032,FDE20,OUT027,5173.266
2033,NCW05,OUT035,1905.5196
2034,FDB22,OUT018,1821.6288
2035,FDO56,OUT046,3243.7776
2036,FDA19,OUT027,5404.9644
2037,DRI39,OUT045,458.0704
2038,FDH52,OUT018,644.4944
2039,FDZ50,OUT035,4474.176
2040,NCN42,OUT035,4287.752
2041,FDB53,OUT013,2106.5912
2042,DRG11,OUT017,1567.959
2043,DRK11,OUT027,906.8196
2044,FDQ60,OUT017,1205.098
2045,FDT36,OUT017,441.4254
2046,DRG25,OUT018,2157.192
2047,DRJ23,OUT046,4159.9184
2048,FDG05,OUT035,3427.5384
2049,NCK06,OUT018,3091.9752
2050,FDU52,OUT017,2450.144
2051,FDW07,OUT018,1406.1696
2052,NCM17,OUT045,605.878
2053,FDA22,OUT045,4512.1266
2054,NCA41,OUT018,2886.243
2055,FDF38,OUT035,365.5242
2056,FDH52,OUT046,1201.769
2057,FDY58,OUT019,255.0014
2058,FDZ16,OUT045,1058.622
2059,NCM18,OUT017,2352.9372
2060,FDA22,OUT018,1358.232
2061,NCJ43,OUT035,1416.8224
2062,FDI34,OUT027,7366.011720000012
2063,FDG56,OUT046,2218.4456
2064,FDS34,OUT046,2356.932
2065,DRC01,OUT035,591.2304
2066,FDQ04,OUT035,540.6296
2067,FDK04,OUT035,622.523
2068,FDT51,OUT049,2444.8176
2069,FDV26,OUT017,2731.1116
2070,FDS04,OUT049,3652.5788
2071,FDW43,OUT018,1579.9434
2072,FDQ28,OUT010,596.5568
2073,NCK06,OUT017,3202.498
2074,FDS23,OUT018,3237.1196
2075,FDZ36,OUT019,1126.5336
2076,FDE56,OUT018,1378.206
2077,FDW10,OUT027,3691.1952
2078,NCN14,OUT045,3554.7062
2079,NCQ18,OUT045,772.328
2080,FDW08,OUT017,4073.3644
2081,FDU43,OUT035,5635.3312
2082,FDR33,OUT010,121.8414
2083,FDM24,OUT010,308.9312
2084,NCZ05,OUT046,722.393
2085,NCV41,OUT035,1989.4104
2086,FDV11,OUT018,529.311
2087,NCY05,OUT035,782.9808
2088,FDV44,OUT018,2458.1336
2089,FDW32,OUT049,1116.5466
2090,NCU18,OUT027,2694.4926
2091,NCC43,OUT035,4578.0408
2092,FDW19,OUT013,1208.427
2093,FDN31,OUT035,3057.3536
2094,FDI48,OUT045,922.7988
2095,FDS24,OUT017,633.8416
2096,FDF46,OUT049,3206.4928
2097,DRG23,OUT017,1853.5872
2098,FDG14,OUT018,1821.6288
2099,NCY30,OUT049,3307.6944
2100,FDO28,OUT018,1347.5792
2101,DRD24,OUT035,1869.5664
2102,FDI33,OUT049,1368.219
2103,FDN32,OUT046,3942.8676
2104,FDR16,OUT045,4514.124
2105,FDF26,OUT046,3075.996
2106,NCN29,OUT018,383.5008
2107,FDE20,OUT045,2376.906
2108,FDA46,OUT046,4933.578
2109,FDU28,OUT045,1058.622
2110,FDQ48,OUT045,1657.842
2111,FDV36,OUT013,3579.3408
2112,FDR14,OUT018,788.3072
2113,FDP23,OUT017,2743.7618
2114,FDP56,OUT013,583.2408
2115,FDK48,OUT010,126.502
2116,FDR48,OUT046,1518.024
2117,NCY29,OUT049,770.3306
2118,FDM22,OUT018,1049.9666
2119,DRJ01,OUT013,1288.9888
2120,FDZ43,OUT045,1225.072
2121,FDV03,OUT035,4643.955
2122,FDX11,OUT027,7296.5022
2123,NCA41,OUT027,3078.6592
2124,FDE38,OUT017,3828.35
2125,FDI27,OUT018,372.848
2126,FDN32,OUT013,2544.6876
2127,NCN43,OUT017,2586.633
2128,FDB47,OUT027,6668.6528
2129,FDV03,OUT017,4643.955
2130,NCN30,OUT045,772.328
2131,NCV54,OUT010,118.5124
2132,FDV07,OUT013,958.752
2133,FDP07,OUT049,3757.1094
2134,FDK48,OUT018,131.8284
2135,FDM15,OUT019,487.3656
2136,FDY19,OUT027,2303.668
2137,FDK46,OUT046,7366.011720000013
2138,FDY11,OUT045,1120.5414
2139,FDH09,OUT046,1364.89
2140,FDO08,OUT027,3408.896
2141,FDU14,OUT013,4993.5
2142,FDD22,OUT027,4952.8862
2143,FDM27,OUT017,2025.3636
2144,FDL02,OUT027,3691.1952
2145,NCA17,OUT035,2969.468
2146,FDE38,OUT019,165.7842
2147,NCG07,OUT049,3379.6008
2148,DRC27,OUT013,1474.0812
2149,FDA27,OUT035,2045.3376
2150,FDW40,OUT045,3185.1872
2151,DRI11,OUT013,2618.5914
2152,FDN50,OUT046,3089.312
2153,FDR12,OUT046,1867.569
2154,FDT34,OUT027,3930.8832
2155,FDW11,OUT035,751.0224
2156,NCO30,OUT027,5070.7328
2157,FDZ34,OUT017,2189.1504
2158,FDU45,OUT017,1118.544
2159,NCD42,OUT035,305.6022
2160,FDX25,OUT045,2936.178
2161,NCR29,OUT046,1030.6584
2162,FDX43,OUT019,326.242
2163,FDB04,OUT010,93.212
2164,FDR49,OUT027,2492.7552
2165,FDS39,OUT018,850.8924
2166,FDW58,OUT045,2153.1972
2167,FDG22,OUT019,83.8908
2168,FDG31,OUT017,363.5268
2169,NCV53,OUT027,4579.3724
2170,DRJ37,OUT035,2884.2456
2171,FDV07,OUT035,958.752
2172,FDW52,OUT018,2013.3792
2173,FDT15,OUT045,4211.185
2174,FDD02,OUT018,3235.788
2175,FDM16,OUT035,1956.1204
2176,NCE55,OUT046,2620.5888
2177,FDB57,OUT018,1579.9434
2178,FDQ04,OUT013,540.6296
2179,FDQ47,OUT019,83.8908
2180,FDY14,OUT019,264.9884
2181,DRK37,OUT017,1695.7926
2182,FDO25,OUT017,5305.0944
2183,FDL57,OUT046,5179.924
2184,NCK29,OUT018,2277.036
2185,FDK46,OUT027,7366.011720000013
2186,NCB43,OUT010,589.233
2187,DRE01,OUT027,7366.011720000013
2188,FDC46,OUT018,2726.451
2189,FDQ23,OUT045,2966.139
2190,FDX38,OUT049,671.1264
2191,FDG60,OUT018,4026.7584
2192,FDW55,OUT017,7366.011720000013
2193,FDP39,OUT013,886.8456
2194,FDB20,OUT018,1279.0018
2195,FDV21,OUT017,2516.724
2196,FDZ02,OUT013,583.2408
2197,FDP19,OUT027,2127.8968
2198,FDA38,OUT035,2091.2778
2199,FDH22,OUT045,2826.9868
2200,DRM11,OUT045,5668.6212
2201,FDO12,OUT027,5303.097
2202,FDT14,OUT049,1797.66
2203,FDW34,OUT010,731.0484
2204,FDG04,OUT027,3307.6944
2205,FDW59,OUT018,1332.9316
2206,FDR33,OUT018,1418.154
2207,FDP32,OUT013,1114.5492
2208,FDL13,OUT027,7366.011720000013
2209,FDD22,OUT013,910.8144
2210,FDV40,OUT027,2450.144
2211,NCD55,OUT046,319.584
2212,FDQ20,OUT010,83.8908
2213,FDD28,OUT045,1185.124
2214,FDC39,OUT045,3739.1328
2215,NCR17,OUT049,1390.1904
2216,DRO35,OUT018,452.744
2217,FDF40,OUT049,3735.138
2218,FDR31,OUT018,2354.2688
2219,NCQ41,OUT017,2916.204
2220,FDP38,OUT046,354.2056
2221,NCU54,OUT027,7317.142
2222,FDG22,OUT018,878.856
2223,DRK59,OUT013,1537.998
2224,FDC37,OUT046,1091.912
2225,NCO42,OUT013,1603.9122
2226,NCT42,OUT017,1994.7368
2227,FDX27,OUT035,555.2772
2228,FDV40,OUT018,447.4176
2229,FDT45,OUT027,1597.92
2230,FDS47,OUT019,567.2616
2231,FDR45,OUT035,7240.575
2232,FDB03,OUT045,2636.568
2233,FDO49,OUT035,639.168
2234,FDU60,OUT027,4913.604
2235,FDB26,OUT018,539.298
2236,FDB46,OUT017,5946.9256
2237,FDQ37,OUT019,589.233
2238,FDN03,OUT017,3254.4304
2239,NCX30,OUT045,4210.5192
2240,FDK32,OUT019,487.3656
2241,DRM47,OUT013,6114.7072
2242,NCO02,OUT046,968.739
2243,FDP04,OUT013,928.791
2244,NCO43,OUT049,1127.8652
2245,FDD59,OUT013,785.644
2246,FDQ10,OUT017,4619.9862
2247,FDW45,OUT035,1947.465
2248,NCK30,OUT049,4566.0564
2249,FDU31,OUT018,3621.952
2250,NCQ17,OUT019,316.9208
2251,FDN01,OUT017,1973.4312
2252,FDZ19,OUT049,1230.3984
2253,DRG37,OUT017,2025.3636
2254,FDE32,OUT045,183.095
2255,FDO34,OUT049,3124.5994
2256,FDM04,OUT019,147.8076
2257,FDZ25,OUT049,1867.569
2258,FDU08,OUT049,396.8168
2259,NCW30,OUT045,4673.916
2260,NCM18,OUT013,2352.9372
2261,FDS22,OUT035,605.878
2262,NCH18,OUT017,6615.3888
2263,FDC23,OUT013,2336.958
2264,FDY46,OUT013,3942.8676
2265,NCU06,OUT046,3523.4136
2266,FDX57,OUT045,1970.768
2267,FDX36,OUT027,7366.011720000013
2268,FDL16,OUT045,1071.938
2269,FDT16,OUT010,264.9884
2270,FDN16,OUT018,1012.016
2271,FDC03,OUT046,2731.1116
2272,DRF60,OUT013,5005.4844
2273,FDS27,OUT027,5753.8436
2274,FDP33,OUT010,1281.665
2275,FDJ36,OUT018,1047.3034
2276,NCR42,OUT013,99.87
2277,FDV14,OUT017,2006.0554
2278,NCP42,OUT035,1964.11
2279,FDB50,OUT027,4074.696
2280,NCC30,OUT027,2101.2648
2281,FDA23,OUT018,1341.587
2282,FDW16,OUT017,263.6568
2283,FDQ52,OUT010,985.384
2284,FDB58,OUT049,1559.9694
2285,NCP29,OUT049,790.9704
2286,NCM05,OUT045,3155.892
2287,FDO25,OUT013,6852.4136
2288,NCM54,OUT046,2454.1388
2289,NCL54,OUT046,3962.8416
2290,FDL39,OUT010,191.0846
2291,FDF53,OUT018,1277.0044
2292,NCQ42,OUT035,1265.02
2293,FDF58,OUT013,928.791
2294,FDZ04,OUT035,1201.769
2295,FDE26,OUT019,433.4358
2296,FDS60,OUT017,4673.916
2297,FDV58,OUT017,4532.7664
2298,FDM04,OUT045,974.0654
2299,FDE08,OUT035,1947.465
2300,NCB43,OUT049,4925.5884
2301,FDU11,OUT010,241.0196
2302,FDF22,OUT019,663.1368
2303,FDE24,OUT013,1139.8496
2304,DRJ49,OUT046,4264.449
2305,NCQ53,OUT035,6145.334
2306,NCL41,OUT013,466.06
2307,FDR22,OUT013,1454.1072
2308,FDH04,OUT035,814.9392
2309,DRH15,OUT045,615.1992
2310,FDY40,OUT049,437.4306
2311,NCI17,OUT035,1930.82
2312,NCC18,OUT013,3962.8416
2313,FDY28,OUT027,1547.3192
2314,FDB45,OUT027,1768.3648
2315,NCL30,OUT018,3306.3628
2316,FDM10,OUT017,5770.4886
2317,FDH22,OUT027,1565.9616
2318,NCZ53,OUT017,1810.976
